year,weight,gender,race1R,hispanic,ethnic1R,age,marital2,hincome,popsize,region,msa,direl,notify,weapon,weapcat,newcrime,newoff,seriousviolent,injury,treatment,vicservices,locationr
2012,2477.45331,1,3,2,3,5,2,7,2,4,2,4,1,2,0,1,4,2,0,0,2,5
2012,2477.45331,1,3,2,3,5,2,7,2,4,2,4,1,1,1,1,3,1,0,0,2,5
2012,2477.45331,1,3,2,3,5,2,7,2,4,2,4,1,2,0,1,4,2,0,0,2,5
2012,2477.45331,1,3,2,3,5,2,7,2,4,2,4,1,2,0,1,4,2,0,0,2,5
2012,2735.77411,2,1,2,1,8,2,7,3,4,1,4,2,2,0,1,4,2,0,0,2,3
2012,3142.11203,1,1,1,4,1,1,5,2,4,2,3,2,1,3,1,3,1,0,0,2,1
2012,1993.88644,2,1,2,1,7,3,6,1,3,2,5,1,2,0,1,4,2,0,0,2,4
2012,3265.01248,1,1,2,1,1,1,6,0,3,2,3,2,2,0,1,4,2,0,0,2,5
2012,3081.74916,1,1,2,1,6,2,7,0,2,2,4,1,2,0,1,4,2,0,0,2,3
2012,1940.37347,1,1,2,1,6,1,6,4,4,1,4,2,2,0,1,4,2,0,0,2,3
2012,2555.34879,2,1,2,1,7,2,7,1,2,2,4,2,2,0,1,1,1,0,0,2,1
2012,3610.18117,2,1,1,4,5,5,4,4,2,1,1,2,2,0,1,2,1,1,2,2,1
2012,3177.88114,1,1,2,1,5,1,7,0,3,2,4,1,1,1,1,3,1,0,0,2,3
2012,20360.4276,1,1,2,1,6,2,7,1,4,2,4,1,3,5,1,2,1,0,0,2,3
2012,2036.04276,1,1,2,1,6,2,7,1,4,2,4,3,2,0,1,4,2,0,0,2,3
2012,2036.04276,1,1,2,1,6,2,7,1,4,2,4,2,2,0,1,4,2,0,0,2,3
2012,2036.04276,1,1,2,1,6,2,7,1,4,2,5,2,2,0,1,4,2,0,0,2,3
2012,2036.04276,1,1,2,1,6,2,7,1,4,2,4,2,2,0,1,4,2,0,0,2,3
2012,2036.04276,1,1,2,1,6,2,7,1,4,2,4,2,2,0,1,4,2,0,0,2,3
2012,2549.72058,2,1,2,1,8,4,88,1,3,1,4,1,2,0,1,4,2,0,0,2,1
2012,2851.08726,1,1,2,1,6,4,4,1,3,2,2,1,2,0,1,4,2,0,0,2,1
2012,1940.17225,2,1,2,1,6,1,7,2,3,1,6,1,3,5,2,5,3,0,0,2,3
2012,4523.92203,1,2,2,2,3,1,7,3,3,1,2,2,2,0,1,4,2,0,0,2,4
2012,1815.79807,2,1,2,1,5,2,4,1,4,2,4,2,2,0,1,4,2,0,0,2,1
2012,2307.22797,2,3,1,4,4,2,5,1,2,1,4,2,3,5,1,4,2,0,0,2,2
2012,1643.09446,1,1,2,1,7,5,2,1,4,1,4,2,1,1,1,3,1,0,0,2,3
2012,2586.90793,1,1,2,1,4,1,6,1,2,2,4,1,1,2,1,2,1,1,1,2,1
2012,1734.14315,2,1,1,4,7,2,7,0,2,2,2,2,2,0,1,4,2,0,0,1,1
2012,4534.10627,2,1,2,1,3,1,3,1,4,2,3,2,2,0,1,1,1,0,0,2,2
2012,1849.37645,1,1,2,1,7,1,1,1,4,3,3,2,1,2,1,2,1,0,0,2,1
2012,13785.2076,1,1,2,1,8,2,7,0,1,2,4,2,2,0,1,4,2,0,0,2,3
2012,1378.52076,1,1,2,1,8,2,7,0,1,2,4,1,2,0,1,4,2,0,0,2,5
2012,3875.0218,1,2,2,2,5,1,3,4,1,1,3,2,2,0,1,4,2,0,0,2,3
2012,4664.88209,2,1,1,4,2,1,5,1,3,2,6,2,2,0,1,4,2,0,0,2,4
2012,1464.2556,2,1,2,1,6,2,7,0,2,2,4,1,2,0,1,4,2,0,0,2,5
2012,33574.8553,2,2,2,2,6,1,1,4,3,1,1,2,2,0,1,4,2,0,0,1,1
2012,3555.11343,2,1,2,1,3,1,1,2,3,1,4,2,3,5,1,1,1,0,0,2,3
2012,1601.35418,2,1,1,4,7,1,5,1,3,2,3,2,2,0,1,4,2,0,0,2,3
2012,2080.38771,1,1,1,4,2,1,88,1,3,2,4,1,1,2,1,3,1,0,0,2,3
2012,2928.8598,2,1,2,1,8,4,2,1,2,2,3,2,1,2,1,1,1,1,2,1,1
2012,2928.8598,2,1,2,1,8,4,2,1,2,2,3,2,1,2,1,1,1,1,1,1,1
2012,3776.07996,2,2,2,2,1,5,88,1,3,2,3,2,3,5,1,4,2,0,0,1,4
2012,2507.53662,1,1,2,1,3,1,88,2,2,1,5,1,1,1,1,2,1,0,0,2,3
2012,3437.62767,1,1,2,1,1,1,5,1,3,1,3,1,2,0,1,4,2,1,1,2,4
2012,5337.94114,1,2,2,2,1,1,3,1,2,2,4,1,2,0,1,4,2,1,2,2,4
2012,1618.61287,1,1,2,1,7,2,7,2,3,1,4,1,2,0,2,5,3,0,0,2,3
2012,4547.12226,1,1,2,1,1,1,5,0,2,2,4,2,2,0,1,4,2,0,0,2,4
2012,2356.25497,1,2,2,2,6,2,88,1,3,2,4,1,1,1,1,2,1,0,0,2,3
2012,3835.14632,2,2,2,2,5,1,2,1,3,3,1,1,2,0,1,4,2,0,0,2,1
2012,34978.7782,1,1,2,1,5,2,5,0,3,2,4,1,2,0,1,4,2,0,0,2,3
2012,3453.40211,1,1,2,1,2,1,3,1,3,2,4,2,2,0,1,4,2,0,0,2,4
2012,2423.04335,2,1,2,1,3,1,1,1,2,3,3,1,1,2,1,3,1,0,0,2,2
2012,2103.45844,1,1,2,1,6,2,3,0,2,2,3,1,2,0,1,4,2,0,0,2,3
2012,2336.1576,2,1,2,1,5,1,4,0,2,2,3,2,2,0,1,4,2,0,0,2,5
2012,2050.05158,2,3,2,3,3,1,1,1,2,2,4,2,2,0,2,5,3,0,0,2,3
2012,2338.65004,1,1,2,1,8,2,5,1,2,1,3,2,1,3,1,3,1,0,0,2,1
2012,2432.23088,2,1,2,1,8,2,5,1,2,1,3,2,1,2,1,3,1,0,0,2,5
2012,16210.06536,1,1,2,1,5,1,5,0,2,2,4,2,2,0,1,4,2,0,0,2,3
2012,2431.08122,2,1,2,1,6,4,4,1,2,3,3,2,2,0,1,4,2,0,0,2,3
2012,1812.22517,2,1,2,1,6,4,2,1,1,2,2,2,2,0,1,4,2,0,0,2,1
2012,1856.98486,1,1,2,1,7,2,7,0,2,3,3,1,2,0,1,4,2,0,0,2,3
2012,1856.98486,1,1,2,1,7,2,7,0,2,3,3,1,2,0,1,4,2,0,0,2,3
2012,4290.97461,2,1,2,1,4,1,7,3,2,1,4,2,2,0,1,4,2,0,0,2,3
2012,1765.95906,1,1,2,1,7,2,7,1,1,2,4,2,2,0,1,4,2,0,0,2,3
2012,2306.28905,2,1,2,1,6,1,7,1,1,2,4,1,2,0,1,4,2,0,0,2,3
2012,2537.72591,1,1,2,1,8,2,4,0,1,2,3,1,2,0,1,4,2,0,0,2,1
2012,2875.20749,1,1,2,1,7,2,7,1,3,2,4,2,2,0,1,4,2,0,0,2,5
2012,2816.61213,1,1,2,1,6,2,88,0,3,2,3,2,2,0,1,4,2,0,0,2,3
2012,2294.1798,2,1,2,1,8,5,88,1,1,2,3,2,2,0,1,4,2,0,0,2,1
2012,2294.1798,2,1,2,1,8,5,88,1,1,2,3,2,2,0,1,4,2,0,0,2,2
2012,1996.26989,1,1,2,1,1,1,2,1,2,3,4,2,3,5,1,2,1,0,0,2,1
2012,1996.26989,1,1,2,1,1,1,2,1,2,3,6,2,2,0,1,4,2,0,0,2,1
2012,1678.57237,1,1,2,1,5,2,1,1,2,3,4,1,1,1,1,3,1,0,0,2,1
2012,3452.88922,1,1,2,1,6,2,7,2,4,2,4,2,2,0,1,4,2,0,0,2,3
2012,4241.12447,1,1,2,1,3,1,7,1,3,3,3,3,2,0,1,4,2,0,0,2,5
2012,1517.61978,2,1,2,1,5,2,1,1,2,3,1,1,2,0,1,4,2,1,2,1,1
2012,3357.81756,1,2,1,4,1,1,4,5,1,1,3,2,2,0,1,4,2,0,0,2,4
2012,1682.00455,2,1,2,1,5,2,7,1,3,3,2,1,2,0,1,4,2,0,0,1,3
2012,2576.82126,1,1,2,1,1,1,6,0,1,3,3,2,2,0,1,4,2,0,0,2,4
2012,1600.72889,1,3,1,4,5,1,88,0,1,2,1,1,1,1,1,3,1,0,0,2,1
2012,1600.72889,1,3,1,4,5,1,88,0,1,2,1,1,1,2,1,3,1,0,0,,1
2012,1600.72889,1,3,1,4,5,1,88,0,1,2,1,1,1,2,1,3,1,0,0,2,1
2012,1600.72889,1,3,1,4,5,1,88,0,1,2,1,1,2,0,1,4,2,0,0,2,1
2012,1600.72889,1,3,1,4,5,1,88,0,1,2,1,1,3,5,1,4,2,0,0,2,1
2012,2572.46541,1,1,2,1,4,1,5,1,2,2,4,2,2,0,1,4,2,0,0,2,2
2012,1986.7674,1,1,2,1,6,4,6,1,3,3,5,2,2,0,1,4,2,0,0,2,3
2012,1986.7674,1,1,2,1,6,4,6,1,3,3,4,2,3,5,1,4,2,0,0,2,3
2012,1986.7674,1,1,2,1,6,4,6,1,3,3,4,3,3,5,1,4,2,0,0,2,3
2012,3252.27292,1,1,2,1,5,1,88,3,2,1,6,2,3,5,2,5,3,0,0,2,3
2012,1652.65029,2,1,2,1,6,2,6,0,3,2,2,2,2,0,1,4,2,0,0,2,1
2012,1652.65029,2,1,2,1,6,2,6,0,3,2,2,2,2,0,1,4,2,0,0,2,1
2012,1652.65029,2,1,2,1,6,2,6,0,3,2,2,2,2,0,1,4,2,0,0,2,1
2012,1927.84391,2,1,2,1,5,2,2,1,1,3,1,1,2,0,1,4,2,1,1,1,1
2012,2684.64176,2,1,2,1,7,2,88,0,4,3,3,2,2,0,1,4,2,0,0,2,3
2012,2684.64176,2,1,2,1,7,2,88,0,4,3,4,2,1,3,1,3,1,0,0,2,3
2012,1721.13359,2,3,2,3,6,2,88,5,1,1,6,1,3,5,2,5,3,0,0,2,3
2012,2235.69289,1,1,2,1,1,1,3,0,2,2,3,3,2,0,1,4,2,0,0,2,3
2012,5780.06573,1,2,2,2,1,1,88,1,3,3,4,2,3,5,1,4,2,0,0,2,3
2012,21110.4267,1,1,2,1,6,2,88,1,1,1,5,1,2,0,1,4,2,0,0,2,5
2012,1782.4994,2,1,2,1,7,1,2,1,1,2,3,1,2,0,1,4,2,1,1,2,1
2012,1782.4994,2,1,2,1,7,1,2,1,1,2,3,1,2,0,1,4,2,1,1,2,1
2012,2916.31067,2,1,2,1,5,1,1,1,1,2,3,1,2,0,1,4,2,0,0,2,1
2012,3113.11209,2,1,1,4,2,1,3,5,1,1,3,2,2,0,1,4,2,0,0,2,4
2012,3113.11209,2,1,1,4,2,1,3,5,1,1,3,2,2,0,1,4,2,0,0,2,4
2012,4026.75519,1,1,2,1,1,1,3,1,4,3,4,2,2,0,1,4,2,0,0,2,4
2012,2766.29659,1,1,2,1,6,4,6,0,3,2,4,2,2,0,1,4,2,0,0,2,2
2012,2442.53726,1,1,2,1,7,2,88,0,2,3,2,1,2,0,1,4,2,0,0,2,1
2012,3082.28715,1,1,2,1,5,4,5,0,2,2,3,2,1,1,1,2,1,0,0,2,1
2012,3082.28715,1,1,2,1,5,4,5,0,2,2,3,2,1,1,1,3,1,0,0,2,1
2012,3162.26943,1,1,2,1,6,1,88,5,2,1,4,2,2,0,1,4,2,0,0,2,3
2012,2782.30378,1,2,2,2,8,4,1,4,3,1,3,2,1,2,1,3,1,0,0,2,3
2012,2457.32634,1,2,2,2,5,2,5,0,4,2,4,2,1,1,1,3,1,0,0,2,3
2012,30614.2122,2,1,1,4,7,2,88,1,2,2,3,1,2,0,1,4,2,0,0,2,1
2012,3821.25373,2,1,2,1,6,5,4,2,2,1,4,1,3,5,1,2,1,1,2,2,3
2012,3381.07542,1,1,2,1,6,1,7,1,2,1,4,1,2,0,1,1,1,0,0,2,2
2012,3560.23528,1,2,2,2,5,1,88,1,2,2,3,2,2,0,1,4,2,1,1,2,1
2012,3288.73779,2,1,2,1,6,4,2,2,2,1,4,2,2,0,1,1,1,1,1,2,3
2012,3048.81547,2,1,2,1,5,1,5,1,3,2,1,1,2,0,1,2,1,0,0,1,2
2012,3048.81547,2,1,2,1,5,1,5,1,3,2,1,2,2,0,1,2,1,1,1,2,1
2012,3346.16073,1,1,1,4,5,1,3,1,2,2,4,1,1,1,1,2,1,0,0,2,3
2012,2822.44554,1,1,2,1,7,2,3,4,2,1,3,1,2,0,1,4,2,0,0,2,2
2012,5797.68988,2,2,2,2,5,1,6,5,2,1,1,1,2,0,1,4,2,1,2,2,1
2012,5797.68988,2,2,2,2,5,1,6,5,2,1,1,2,2,0,1,4,2,0,0,2,1
2012,3023.6498,1,1,2,1,6,2,6,3,3,1,4,2,2,0,1,4,2,1,1,2,3
2012,4556.75453,2,1,2,1,4,2,4,4,2,1,2,1,2,0,1,4,2,0,0,2,1
2012,3504.53101,2,2,2,2,7,2,2,5,1,1,4,1,2,0,1,2,1,1,1,2,3
2012,3504.53101,2,2,2,2,7,2,2,5,1,1,4,2,2,0,1,2,1,1,1,2,3
2012,50291.3003,1,2,2,2,6,1,7,2,3,1,5,2,2,0,1,4,2,0,0,2,5
2012,2988.47284,2,1,1,4,8,2,6,5,3,1,1,1,2,0,1,4,2,0,0,2,1
2012,3210.672,2,1,1,4,4,2,3,2,3,2,2,2,2,0,1,4,2,0,0,2,1
2012,3273.90995,2,2,1,4,5,1,1,1,1,1,3,2,2,0,1,4,2,0,0,2,5
2012,5465.01513,2,2,2,2,5,1,88,5,3,1,5,2,2,0,1,4,2,0,0,2,3
2012,3328.00112,2,3,1,4,6,4,1,2,4,1,1,1,2,0,1,4,2,1,1,1,2
2012,3716.67595,1,2,2,2,6,1,4,5,3,1,1,2,2,0,1,4,2,0,0,2,1
2012,5986.68478,1,2,2,2,1,1,4,1,3,2,2,1,2,0,1,4,2,0,0,2,1
2012,3349.12831,1,1,2,1,5,1,1,1,3,2,3,1,1,2,1,3,1,1,2,2,2
2012,4827.36702,1,1,1,4,4,1,3,2,4,1,4,2,2,0,1,4,2,0,0,2,1
2012,3918.97347,1,1,2,1,2,1,6,1,3,2,2,2,2,0,1,4,2,1,2,2,2
2012,3918.97347,1,1,2,1,2,1,6,1,3,2,2,2,2,0,1,4,2,0,0,2,2
2012,3918.97347,1,1,2,1,2,1,6,1,3,2,2,2,2,0,1,4,2,1,2,2,2
2012,31707.2124,1,1,2,1,6,4,6,1,1,2,4,1,2,0,1,4,2,0,0,2,3
2012,4890.65107,1,1,2,1,3,1,2,1,4,2,4,2,2,0,1,4,2,1,1,2,1
2012,43470.7651,2,1,2,1,2,1,4,1,1,2,3,2,2,0,1,4,2,0,0,2,4
2012,3026.02991,1,1,2,1,7,4,1,1,3,1,4,2,1,2,1,2,1,0,0,2,3
2012,4493.09387,2,1,2,1,3,1,1,0,3,2,1,2,2,0,1,4,2,1,1,2,1
2012,4493.09387,2,1,2,1,3,1,1,0,3,2,6,2,2,0,1,4,2,0,0,2,1
2012,4493.09387,2,1,2,1,3,1,1,0,3,2,1,2,2,0,1,4,2,0,0,2,1
2012,3237.21397,1,1,1,4,5,1,2,5,3,1,4,1,1,3,1,2,1,1,2,1,3
2012,3028.2523,2,1,1,4,6,1,1,2,3,1,3,2,2,0,1,4,2,0,0,2,3
2012,3292.53993,1,1,2,1,6,1,1,1,3,2,4,1,1,2,1,2,1,1,2,1,3
2012,3769.16603,1,2,2,2,6,1,1,1,3,2,1,1,2,0,1,4,2,0,0,2,1
2012,37531.3914,2,1,2,1,1,1,2,1,3,2,3,1,2,0,1,4,2,1,1,2,4
2012,2528.2564,1,2,2,2,6,4,4,1,3,2,3,2,2,0,1,4,2,0,0,2,3
2012,2862.48321,2,1,2,1,6,4,2,2,3,1,1,2,1,3,1,3,1,0,0,2,1
2012,3431.79042,1,1,2,1,7,2,88,0,1,2,3,2,2,0,1,4,2,0,0,2,3
2012,2622.19708,2,2,2,2,8,5,88,0,1,2,2,8,2,0,1,4,2,0,0,,1
2012,4662.59775,2,1,1,4,4,1,6,2,3,2,4,1,2,0,1,4,2,0,0,2,3
2012,4125.65017,1,1,2,1,5,1,5,5,1,1,3,1,2,0,1,4,2,0,0,2,2
2012,4831.94674,1,1,1,4,6,4,3,2,4,1,2,1,2,0,1,4,2,0,0,1,1
2012,2888.58898,1,1,2,1,7,2,88,1,1,2,2,2,2,0,1,4,2,0,0,2,1
2012,2888.58898,1,1,2,1,7,2,88,1,1,2,2,2,2,0,1,4,2,0,0,2,1
2012,2545.08988,1,1,2,1,8,2,7,1,3,1,5,1,2,0,1,4,2,0,0,2,3
2012,5758.37897,1,1,1,4,6,88,88,2,1,1,4,1,1,2,1,2,1,0,0,2,3
2012,3201.43683,2,1,2,1,5,1,3,0,1,2,1,2,2,0,1,4,2,0,0,2,3
2012,3209.09215,2,1,2,1,6,2,6,1,3,2,6,1,1,3,1,3,1,0,0,2,3
2012,3291.52294,1,1,2,1,6,4,88,3,4,1,1,1,1,2,1,3,1,0,0,2,1
2012,3632.16441,1,1,1,4,6,2,4,5,4,1,4,1,1,2,1,2,1,1,2,2,3
2012,3977.15674,1,1,1,4,2,1,4,2,4,2,4,1,2,0,1,4,2,1,1,2,3
2012,3907.1631,2,1,1,4,4,1,88,5,4,1,3,2,2,0,1,4,2,1,2,2,3
2012,25933.4528,2,1,2,1,8,2,7,1,3,1,3,1,2,0,1,4,2,0,0,2,1
2012,3082.75636,2,1,2,1,4,1,1,1,4,3,2,1,2,0,1,2,1,0,0,2,1
2012,3092.04413,2,3,2,3,5,1,88,5,4,1,4,2,1,1,1,2,1,0,0,2,3
2012,4385.96014,1,1,1,4,2,1,5,1,4,2,3,2,2,0,1,4,2,0,0,2,4
2012,3553.20624,1,3,2,3,1,1,7,1,4,3,6,2,2,0,1,4,2,1,1,2,4
2012,3553.20624,1,3,2,3,1,1,7,1,4,3,6,2,2,0,1,4,2,1,1,2,4
2012,3161.80284,2,2,2,2,6,4,3,1,4,2,3,1,2,0,1,4,2,1,2,1,3
2012,3104.35866,2,1,1,4,5,2,1,3,4,1,1,2,2,0,1,1,1,0,0,2,1
2012,2852.88697,2,1,2,1,6,2,6,1,3,2,2,2,2,0,1,4,2,0,0,2,1
2012,3732.93153,2,1,2,1,4,1,4,1,4,2,3,2,2,0,1,2,1,0,0,2,2
2012,4354.76469,2,2,2,2,6,1,4,1,4,2,4,1,1,3,1,3,1,1,2,2,3
2012,4354.76469,2,2,2,2,6,1,4,1,4,2,3,2,2,0,1,4,2,0,0,2,2
2012,4859.73576,2,1,1,4,3,1,7,0,4,2,4,2,1,2,1,3,1,1,2,2,3
2012,2304.51847,1,2,2,2,7,2,2,1,3,2,4,1,1,1,1,2,1,0,0,2,3
2012,4215.98701,2,1,1,4,5,2,88,3,4,1,3,2,2,0,1,4,2,0,0,2,4
2012,3230.62545,2,1,2,1,6,3,4,2,4,1,1,1,2,0,1,4,2,0,0,2,1
2012,3230.62545,2,1,2,1,6,3,4,2,4,1,1,1,2,0,1,4,2,0,0,2,1
2012,3230.62545,2,1,2,1,6,3,4,2,4,1,1,1,2,0,1,4,2,0,0,2,1
2012,3230.62545,2,1,2,1,6,3,4,2,4,1,1,1,2,0,1,4,2,0,0,2,2
2012,3562.42484,1,1,2,1,3,1,88,3,4,1,4,1,1,4,1,3,1,0,0,2,3
2012,2868.97399,1,1,2,1,7,1,1,5,4,1,5,1,1,3,1,3,1,1,,,1
2012,3530.58233,1,1,1,4,4,1,5,1,4,2,3,2,3,5,1,4,2,0,0,2,3
2012,3470.98864,1,1,2,1,5,1,6,5,4,1,4,2,2,0,1,2,1,0,0,2,3
2012,3345.39227,2,1,2,1,5,2,7,1,4,2,4,1,2,0,1,2,1,0,0,2,3
2012,3345.42272,2,1,2,1,6,2,88,1,4,2,4,1,1,4,1,3,1,0,0,2,1
2012,3084.65204,1,1,2,1,7,4,4,1,4,2,3,2,2,0,1,4,2,0,0,2,1
2012,3636.09454,1,1,2,1,5,1,88,3,4,1,4,1,3,5,1,4,2,0,0,2,3
2012,3206.88698,2,1,1,4,7,2,7,5,4,1,4,1,2,0,1,4,2,0,0,2,3
2012,3324.86734,1,1,2,1,7,2,7,1,4,2,2,2,2,0,1,4,2,0,0,2,1
2012,3639.31383,1,1,1,4,6,2,7,1,4,2,4,1,2,0,1,4,2,0,0,2,5
2012,29186.12022,2,1,2,1,4,1,6,2,4,1,4,2,3,5,1,4,2,0,0,2,3
2012,3103.09484,1,3,2,3,6,2,7,1,4,1,4,2,2,0,1,1,1,0,0,1,5
2012,3808.89734,2,1,2,1,6,4,4,1,4,1,2,1,2,0,1,4,2,1,1,2,1
2012,3238.91294,2,1,2,1,4,1,2,4,4,1,4,2,2,0,1,4,2,0,0,2,3
2012,3845.44182,1,1,2,1,7,2,88,1,4,2,3,2,2,0,1,4,2,0,0,2,3
2012,3435.09477,1,1,2,1,7,2,7,1,4,2,4,2,2,0,1,4,2,0,0,2,5
2012,2966.13115,1,1,2,1,7,2,6,5,4,1,6,2,3,5,1,4,2,0,0,2,3
2012,2678.60375,2,1,2,1,7,2,88,2,4,2,6,1,2,0,1,4,2,0,0,2,1
2012,3103.67868,1,1,2,1,6,2,7,4,4,1,6,2,3,5,2,5,3,0,0,2,3
2012,2702.31911,2,1,2,1,7,3,1,2,4,2,3,1,2,0,1,4,2,0,0,2,1
2012,46165.4763,1,1,2,1,1,1,3,1,3,1,3,2,2,0,1,4,2,0,0,2,4
2012,2941.22412,2,1,2,1,7,3,7,0,3,2,1,2,2,0,1,4,2,0,0,2,1
2012,2941.22412,2,1,2,1,7,3,7,0,3,2,1,2,2,0,1,4,2,0,0,2,3
2012,2883.24858,1,1,2,1,8,4,88,0,3,2,4,1,1,4,1,3,1,1,2,1,3
2012,3258.62265,1,1,2,1,6,2,6,1,2,1,3,2,2,0,1,4,2,0,0,2,5
2012,2859.43166,1,1,2,1,6,4,7,2,3,1,4,1,2,0,1,4,2,0,0,2,4
2012,2636.24366,2,1,2,1,5,1,2,1,3,3,1,2,2,0,1,4,2,0,0,1,2
2012,2997.09507,1,2,2,2,7,5,88,4,2,1,1,1,1,3,1,3,1,1,2,2,1
2012,2997.09507,1,2,2,2,7,5,88,4,2,1,1,1,1,3,1,3,1,1,2,2,1
2012,5907.97933,2,1,2,1,3,1,2,1,2,1,3,1,1,1,1,2,1,0,0,2,3
2012,3290.48351,1,1,2,1,5,1,7,1,3,2,6,2,2,0,1,4,2,0,0,2,5
2012,3937.02237,1,1,2,1,1,1,1,1,2,2,2,1,2,0,1,4,2,1,1,2,3
2012,39370.2237,1,1,2,1,1,1,1,1,2,2,2,1,1,2,1,3,1,0,0,2,2
2012,2587.67217,2,1,2,1,8,3,1,3,3,1,4,2,2,0,1,4,2,0,0,2,1
2012,4752.24321,2,1,2,1,5,1,1,1,2,3,2,1,2,0,1,4,2,1,2,2,2
2012,3480.35853,2,1,2,1,5,1,4,1,2,2,5,2,3,5,1,4,2,0,0,2,3
2012,2991.30912,2,1,2,1,6,1,5,1,1,2,3,1,2,0,1,4,2,0,0,1,1
2012,2920.06559,2,1,2,1,6,2,5,0,2,2,1,1,1,3,1,3,1,1,1,1,1
2012,5727.76938,2,1,2,1,4,1,6,1,1,2,4,2,3,5,1,4,2,0,0,2,5
2012,4890.82021,2,1,2,1,3,1,88,3,2,1,3,2,2,0,1,1,1,1,1,2,2
2012,2740.92091,2,1,2,1,7,4,1,1,2,3,4,1,3,5,1,2,1,0,0,2,3
2012,2797.34251,1,1,2,1,7,2,88,1,2,3,4,2,1,1,1,2,1,0,0,2,1
2012,3834.49422,1,1,2,1,5,1,7,3,2,1,4,2,2,0,1,4,2,0,0,2,3
2012,3208.33974,2,1,2,1,6,3,1,1,3,2,3,2,2,0,1,4,2,0,0,2,1
2012,7298.19902,1,3,2,3,3,1,6,0,1,2,4,2,1,2,1,3,1,0,0,2,3
2012,3769.73594,2,1,2,1,3,1,1,3,2,1,4,2,2,0,1,1,1,0,0,2,1
2012,4956.97887,1,1,2,1,1,1,7,1,2,2,3,2,2,0,1,4,2,0,0,2,3
2012,2661.15431,1,1,2,1,7,2,7,1,2,2,4,2,1,1,1,3,1,0,0,2,3
2012,3412.67962,2,1,2,1,6,2,88,1,1,3,1,1,2,0,1,4,2,1,2,1,1
2012,3412.67962,2,1,2,1,6,2,88,1,1,3,1,1,2,0,1,4,2,1,2,1,1
2012,3388.20063,1,1,2,1,7,2,6,5,1,1,6,1,2,0,1,2,1,1,1,2,1
2012,2980.64506,2,1,2,1,5,2,7,0,3,2,4,1,3,5,1,4,2,0,0,2,3
2012,2980.64506,2,1,2,1,5,2,7,0,3,2,4,2,3,5,1,4,2,0,0,2,3
2012,3538.64134,1,1,2,1,6,1,3,0,1,3,2,2,2,0,1,4,2,0,0,2,1
2012,2855.69704,2,1,2,1,8,5,88,0,1,2,3,1,2,0,1,4,2,0,0,2,1
2012,4537.28537,2,1,2,1,5,1,6,1,1,2,3,1,2,0,1,4,2,1,1,2,1
2012,3273.84381,1,1,2,1,4,2,3,1,3,3,3,1,2,0,1,4,2,0,0,2,1
2012,3285.89424,1,1,1,4,6,5,3,5,1,1,4,1,1,3,1,3,1,0,0,1,3
2012,3777.1509,2,1,1,4,1,1,1,1,3,1,4,2,2,0,1,1,1,0,0,,4
2012,3183.33117,2,1,2,1,5,1,7,5,1,1,1,1,2,0,1,2,1,1,1,2,1
2012,5124.54282,1,1,2,1,1,1,5,1,2,2,3,1,2,0,1,4,2,0,0,2,3
2012,2870.8584,1,3,2,3,8,2,6,2,4,1,3,1,1,2,1,2,1,0,0,2,1
2012,2718.58756,2,1,2,1,7,4,1,0,3,3,1,1,2,0,1,4,2,0,0,2,1
2012,4471.87613,1,2,2,2,2,1,2,1,2,1,3,2,2,0,1,4,2,1,1,2,2
2012,3355.25801,2,1,2,1,1,1,4,0,3,3,4,2,1,3,1,3,1,1,2,2,2
2012,2815.96189,1,1,2,1,7,2,6,0,3,2,3,1,1,2,1,3,1,0,0,2,1
2012,2516.99262,1,1,1,4,2,1,4,0,4,3,3,1,1,2,1,3,1,0,0,2,4
2012,4903.65111,2,3,2,3,2,1,88,1,3,1,3,1,2,0,1,1,1,0,0,2,3
2012,2130.31489,1,2,2,2,5,2,7,3,3,1,4,1,2,0,1,4,2,0,0,2,3
2012,2130.31489,1,2,2,2,5,2,7,3,3,1,3,2,2,0,1,4,2,0,0,1,3
2012,2146.54249,1,1,2,1,4,1,3,1,2,2,4,2,2,0,1,4,2,0,0,2,3
2012,18587.7856,1,1,2,1,5,2,7,2,4,1,3,1,3,5,1,4,2,0,0,2,1
2012,3077.77001,2,2,2,2,7,2,6,1,2,2,2,1,2,0,1,4,2,0,0,1,2
2012,2219.8985,1,1,2,1,1,1,6,2,4,1,3,2,2,0,1,4,2,0,0,2,4
2012,2653.2243,1,1,2,1,7,4,3,1,3,2,1,1,2,0,1,2,1,0,0,2,1
2012,2653.2243,1,1,2,1,7,4,3,1,3,2,1,2,2,0,1,4,2,1,1,2,1
2012,2653.2243,1,1,2,1,7,4,3,1,3,2,1,2,2,0,1,4,2,1,1,2,1
2012,2653.2243,1,1,2,1,7,4,3,1,3,2,1,2,2,0,1,4,2,0,0,2,1
2012,2653.2243,1,1,2,1,7,4,3,1,3,2,1,2,2,0,1,4,2,1,1,2,1
2012,2653.2243,1,1,2,1,7,4,3,1,3,2,1,2,1,4,1,3,1,0,0,2,1
2012,2653.2243,1,1,2,1,7,4,3,1,3,2,1,2,1,4,1,3,1,0,0,2,1
2012,2653.2243,1,1,2,1,7,4,3,1,3,2,4,2,2,0,1,4,2,0,0,2,1
2012,3432.30707,1,1,2,1,1,1,7,1,3,2,3,2,2,0,1,4,2,0,0,2,4
