year,weight,gender,race1R,hispanic,ethnic1R,age,marital2,hincome,popsize,region,msa,direl,notify,weapon,weapcat,newcrime,newoff,seriousviolent,injury,treatment,vicservices,locationr
2011,2830.82697,2,3,2,3,1,1,2,3,4,1,3,2,3,5,1,4,2,0,0,2,4
2011,2830.82697,2,3,2,3,1,1,2,3,4,1,3,2,2,0,1,4,2,0,0,2,4
2011,2830.82697,2,3,2,3,1,1,2,3,4,1,3,2,3,5,1,4,2,0,0,2,4
2011,2830.82697,2,3,2,3,1,1,2,3,4,1,6,2,2,0,1,4,2,0,0,2,5
2011,2502.27197,2,2,2,2,7,2,5,2,3,1,3,1,2,0,1,4,2,0,0,2,3
2011,3286.8989,1,1,2,1,6,2,88,0,4,2,4,1,1,2,1,3,1,0,0,2,3
2011,3020.2804,1,1,2,1,2,1,7,1,3,2,4,1,1,2,1,3,1,0,0,1,3
2011,3006.04579,2,1,2,1,3,1,2,2,2,1,1,2,2,0,1,1,1,1,1,2,1
2011,2364.79534,2,1,2,1,6,1,2,1,2,2,1,2,2,0,1,4,2,1,2,1,2
2011,4419.48717,1,2,2,2,7,1,88,2,2,1,3,1,2,0,1,3,1,1,2,2,1
2011,2778.94904,1,1,2,1,7,3,3,1,1,2,4,1,2,0,1,4,2,0,0,2,3
2011,2778.94904,1,1,2,1,7,3,3,1,1,2,1,1,2,0,1,4,2,0,0,2,1
2011,2843.49609,2,1,2,1,5,5,4,4,3,1,1,1,1,2,1,3,1,0,0,2,1
2011,12897.2526,2,1,2,1,6,4,3,1,3,3,3,1,2,0,1,4,2,0,0,2,3
2011,2620.4615,1,3,2,3,7,2,1,0,3,2,2,2,2,0,1,3,1,1,2,2,1
2011,4277.20818,1,1,1,4,4,1,5,5,3,1,4,2,3,5,1,2,1,0,0,2,3
2011,3672.09833,1,1,2,1,1,1,7,4,3,1,3,1,2,0,1,4,2,0,0,2,4
2011,2300.7736,2,1,2,1,6,2,4,0,3,3,2,1,2,0,1,4,2,0,0,2,2
2011,3416.8999,1,1,2,1,5,1,4,0,3,3,2,2,2,0,1,4,2,0,0,2,1
2011,3416.8999,1,1,2,1,5,1,4,0,3,3,2,2,2,0,1,4,2,0,0,2,1
2011,2560.77078,1,1,2,1,6,4,6,2,3,1,3,1,2,0,1,4,2,0,0,2,3
2011,2499.57165,2,1,2,1,5,1,7,4,4,1,4,2,2,0,1,4,2,0,0,2,3
2011,2910.01763,2,1,2,1,5,2,88,4,3,1,3,2,2,0,1,4,2,0,0,2,1
2011,2558.44931,2,2,2,2,3,1,88,0,3,2,3,1,2,0,1,4,2,0,0,1,1
2011,2356.97545,2,1,1,4,7,4,88,1,3,2,4,1,1,2,1,2,1,0,0,2,1
2011,3030.89338,1,1,2,1,5,2,6,4,3,1,4,2,2,0,1,4,2,0,0,2,3
2011,2591.60472,2,1,1,4,6,4,1,1,4,2,3,1,2,0,1,4,2,0,0,2,1
2011,2591.60472,2,1,1,4,6,4,1,1,4,2,3,1,2,0,1,4,2,0,0,2,1
2011,3527.48784,1,1,2,1,2,1,5,0,3,2,4,1,1,3,1,3,1,1,1,2,2
2011,2888.37049,2,1,1,4,5,2,7,0,3,2,4,2,2,0,1,4,2,0,0,2,3
2011,2997.09668,1,1,2,1,6,2,4,4,3,1,3,2,1,1,1,3,1,0,0,2,3
2011,3491.79012,2,1,2,1,4,1,4,4,3,1,1,2,1,1,1,3,1,0,0,2,3
2011,3573.12842,1,1,2,1,2,1,4,4,3,1,3,2,2,0,1,4,2,0,0,2,4
2011,2681.01232,2,2,2,2,6,1,4,2,3,1,1,1,2,0,1,4,2,1,1,2,1
2011,2998.69089,2,1,2,1,5,2,6,1,4,2,2,2,2,0,1,4,2,0,0,2,5
2011,3218.32858,1,1,1,4,2,1,1,2,3,1,4,1,2,0,1,4,2,1,2,2,4
2011,2838.75788,1,2,2,2,2,1,88,0,3,2,5,1,1,1,1,3,1,0,0,2,3
2011,3991.01587,2,3,2,3,3,1,3,3,3,1,3,2,2,0,1,4,2,0,0,2,1
2011,2711.9707,2,1,2,1,7,2,7,1,3,3,2,1,2,0,1,4,2,0,0,1,2
2011,2349.78883,1,1,2,1,7,2,7,4,3,1,4,2,2,0,1,4,2,0,0,2,5
2011,3239.03862,1,1,1,4,7,1,88,1,3,2,3,1,2,0,1,4,2,0,0,2,3
2011,3432.81569,2,1,2,1,4,1,5,1,3,2,4,1,1,3,1,3,1,1,2,2,3
2011,3444.78284,1,1,2,1,2,1,5,3,3,1,4,2,2,0,1,4,2,0,0,2,3
2011,2596.76998,2,1,2,1,5,2,7,2,4,2,5,1,2,0,1,4,2,0,0,2,5
2011,4194.39773,1,2,2,2,6,2,3,4,3,1,5,1,1,4,1,3,1,1,1,1,3
2011,11679.20336,1,1,1,4,2,1,88,0,3,2,4,2,2,0,1,4,2,0,0,2,3
2011,2675.0371,1,2,2,2,6,1,88,5,1,1,4,1,2,0,1,4,2,0,0,2,5
2011,2904.96659,2,1,1,4,5,4,88,2,4,2,1,2,2,0,1,4,2,0,0,2,2
2011,2550.6268,2,1,1,4,6,2,3,1,3,3,2,1,2,0,1,4,2,0,0,2,3
2011,3388.10884,2,1,2,1,2,1,3,1,4,1,3,2,2,0,1,4,2,1,2,1,4
2011,1189.97298,2,3,2,3,7,4,1,1,3,3,3,1,2,0,1,1,1,0,0,2,1
2011,3010.47557,1,1,2,1,6,2,6,1,3,2,4,2,3,5,1,4,2,0,0,2,3
2011,2796.54402,2,1,2,1,6,4,3,1,3,2,6,8,2,0,1,4,2,0,0,,5
2011,1342.64217,1,3,2,3,6,2,3,0,3,3,4,1,1,1,1,3,1,0,0,2,3
2011,5248.75872,1,1,2,1,2,1,2,1,1,3,3,2,2,0,1,4,2,1,1,2,3
2011,2726.62643,2,1,2,1,5,1,4,2,4,2,4,1,2,0,1,2,1,0,0,2,1
2011,2734.34055,1,1,2,1,7,2,88,5,1,1,4,1,2,0,2,5,3,0,0,2,2
2011,4328.1614,1,1,2,1,4,1,88,4,3,1,4,2,2,0,1,4,2,0,0,2,3
2011,3801.24334,1,1,1,4,2,1,2,5,3,1,4,2,1,2,1,2,1,0,0,2,3
2011,2514.69685,2,1,1,4,6,2,88,1,3,2,1,1,2,0,1,4,2,0,0,2,3
2011,3330.71128,1,1,2,1,1,1,6,1,4,2,3,2,2,0,1,4,2,0,0,2,4
2011,2881.917,1,1,2,1,6,2,88,1,4,1,3,2,2,0,1,4,2,0,0,2,3
2011,2531.9205,1,3,1,4,7,5,1,5,3,1,6,2,2,0,2,5,3,0,0,2,3
2011,2826.17729,1,1,2,1,6,2,6,1,3,2,4,1,2,0,1,4,2,0,0,2,1
2011,3556.8375,1,1,2,1,1,1,6,1,3,2,4,1,2,0,1,4,2,1,2,2,4
2011,3649.37434,1,1,2,1,3,1,88,1,1,1,3,1,1,3,1,3,1,1,2,2,2
2011,3344.60406,1,1,2,1,4,1,88,1,4,1,6,2,2,0,1,4,2,0,0,2,3
2011,2839.8727,1,1,2,1,6,1,88,2,4,1,6,2,2,0,1,4,2,0,0,2,3
2011,2474.87128,2,1,2,1,7,5,7,1,3,2,1,1,2,0,1,4,2,0,0,2,1
2011,3085.80712,2,1,2,1,5,4,1,1,4,2,1,2,2,0,1,4,2,0,0,2,1
2011,3085.80712,2,1,2,1,5,4,1,1,4,2,1,2,2,0,1,4,2,0,0,2,1
2011,3085.80712,2,1,2,1,5,4,1,1,4,2,1,2,2,0,1,4,2,0,0,2,1
2011,4043.82389,1,1,2,1,5,1,1,1,4,2,2,2,2,0,1,4,2,0,0,2,1
2011,3235.30455,1,1,1,4,6,4,88,4,3,1,4,2,2,0,1,4,2,0,0,2,3
2011,4328.07665,1,1,2,1,3,1,3,1,1,2,4,2,3,5,1,4,2,1,1,2,3
2011,2345.57593,1,1,2,1,7,2,7,5,3,1,4,1,1,2,1,3,1,0,0,2,1
2011,3953.92239,1,1,2,1,4,5,1,5,3,1,4,2,1,1,1,2,1,0,0,2,3
2011,3953.92239,1,1,2,1,4,5,1,5,3,1,6,2,2,0,1,4,2,1,1,2,3
2011,3953.92239,1,1,2,1,4,5,1,5,3,1,4,2,1,1,1,3,1,0,0,2,3
2011,3443.81962,1,2,2,2,6,1,1,5,3,1,3,1,1,1,1,3,1,1,2,1,2
2011,29502.0307,2,3,2,3,8,4,88,1,4,2,4,1,2,0,1,4,2,0,0,2,1
2011,3099.47841,1,3,2,3,5,2,7,4,4,1,4,2,3,5,1,4,2,0,0,2,3
2011,4232.61343,2,3,2,3,5,1,4,1,4,2,4,1,1,2,1,3,1,0,0,2,1
2011,2476.86114,1,1,2,1,7,3,3,3,4,1,2,2,2,0,1,2,1,0,0,2,1
2011,3919.63933,1,1,1,4,3,1,7,2,4,1,4,2,1,3,1,2,1,0,0,2,3
2011,2650.60547,1,1,1,4,7,1,3,1,4,1,4,2,2,0,1,4,2,0,0,2,3
2011,3150.28665,1,1,2,1,1,1,7,1,4,2,3,1,2,0,1,3,1,1,2,2,4
2011,3150.28665,1,1,2,1,1,1,7,1,4,2,3,1,1,2,1,3,1,1,2,2,4
2011,4010.48904,2,2,2,2,7,88,4,2,4,2,3,1,3,5,1,2,1,0,0,1,3
2011,3393.62836,1,3,2,3,5,2,4,2,4,2,2,2,2,0,1,4,2,1,1,2,1
2011,4479.55165,1,1,2,1,3,1,5,3,4,1,3,2,2,0,1,4,2,1,1,2,3
2011,2725.99622,2,1,2,1,6,5,7,1,1,2,1,2,2,0,1,1,1,1,1,1,1
2011,2452.29035,1,1,2,1,7,1,1,1,4,1,4,2,1,1,1,3,1,1,1,2,5
2011,2626.66701,2,3,2,3,5,1,88,4,4,1,3,2,2,0,1,4,2,0,0,2,1
2011,2535.92914,1,1,2,1,7,1,2,1,4,3,3,2,2,0,1,4,2,0,0,2,2
2011,2683.5493,2,1,1,4,5,1,5,3,4,1,4,2,2,0,1,4,2,0,0,2,3
2011,2815.36345,2,1,2,1,7,4,2,0,4,2,4,1,2,0,1,2,1,1,2,1,3
2011,3631.6052,2,1,1,4,3,1,4,1,4,1,4,1,2,0,1,4,2,0,0,1,1
2011,4263.03297,1,1,1,4,3,1,4,1,4,1,4,1,2,0,1,4,2,1,2,1,1
2011,2834.64523,2,1,2,1,5,1,88,4,4,1,6,1,2,0,1,4,2,0,0,2,1
2011,3376.4954,1,1,1,4,1,1,7,2,4,2,4,2,2,0,1,4,2,0,0,2,4
2011,2603.1533,2,1,2,1,6,1,88,5,4,1,3,2,2,0,1,4,2,0,0,1,3
2011,3118.2229,2,1,1,4,5,2,88,2,1,1,1,2,2,0,1,4,2,1,1,2,1
2011,3466.00224,2,1,2,1,5,2,7,0,4,2,6,2,2,0,1,4,2,0,0,2,5
2011,4934.90307,1,1,2,1,5,1,4,1,4,2,4,1,1,2,1,3,1,1,2,2,3
2011,2827.55857,2,1,2,1,6,4,88,2,4,1,4,1,2,0,1,4,2,0,0,2,3
2011,2827.55857,2,1,2,1,6,4,88,2,4,1,1,1,2,0,1,4,2,0,0,2,5
2011,2827.55857,2,1,2,1,6,4,88,2,4,1,1,1,2,0,1,4,2,0,0,2,5
2011,2827.55857,2,1,2,1,6,4,88,2,4,1,1,2,2,0,1,4,2,0,0,2,1
2011,2827.55857,2,1,2,1,6,4,88,2,4,1,1,2,2,0,1,4,2,0,0,2,1
2011,28275.5857,2,1,2,1,6,4,88,2,4,1,1,2,2,0,1,4,2,0,0,2,1
2011,2344.95628,2,1,2,1,7,3,88,2,4,1,2,2,2,0,1,4,2,0,0,2,1
2011,3983.96521,1,1,2,1,4,1,4,1,4,1,6,2,2,0,1,4,2,0,0,2,3
2011,3414.50963,1,1,1,4,2,1,7,1,4,1,4,1,1,3,1,2,1,0,0,2,2
2011,3051.86715,2,1,2,1,7,1,4,1,4,2,2,1,2,0,1,4,2,0,0,2,5
2011,3757.90946,2,3,2,3,4,1,4,3,4,1,4,1,2,0,1,4,2,0,0,2,5
2011,2598.94871,2,3,2,3,3,2,2,1,4,3,3,1,2,0,1,4,2,0,0,2,1
2011,4418.20229,1,3,2,3,3,1,88,1,4,3,4,2,2,0,1,4,2,0,0,2,2
2011,2904.30032,1,1,2,1,1,1,7,2,4,1,4,2,2,0,1,4,2,0,0,2,4
2011,2904.30032,1,1,2,1,1,1,7,2,4,1,5,2,2,0,1,4,2,0,0,2,4
2011,2904.30032,1,1,2,1,1,1,7,2,4,1,4,2,2,0,1,4,2,0,0,2,4
2011,4182.08936,1,2,2,2,1,1,88,3,4,1,5,2,2,0,1,4,2,0,0,2,4
2011,5032.76467,1,1,1,4,4,1,3,2,4,1,4,3,2,0,1,2,1,1,1,2,3
2011,3300.7645,1,1,1,4,2,1,3,2,4,1,6,2,2,0,1,4,2,0,0,2,4
2011,2906.78195,1,1,2,1,5,2,6,0,3,2,4,1,1,2,1,3,1,0,0,2,3
2011,2708.31204,1,1,2,1,7,1,3,5,4,1,4,1,1,1,1,2,1,0,0,1,3
2011,2444.55046,1,1,2,1,8,4,2,1,4,1,3,2,2,0,1,4,2,0,0,2,1
2011,5818.07577,1,1,1,4,4,1,6,1,4,2,4,2,1,2,1,3,1,0,0,2,3
2011,5818.07577,1,1,1,4,4,1,6,1,4,2,6,2,1,2,1,3,1,0,0,2,2
2011,5818.07577,1,1,1,4,4,1,6,1,4,2,3,2,2,0,1,4,2,0,0,2,3
2011,2291.2776,2,1,2,1,5,4,4,1,4,3,1,1,1,4,1,3,1,1,2,1,1
2011,2291.2776,2,1,2,1,5,4,4,1,4,3,1,2,2,0,1,4,2,1,1,1,1
2011,3870.21468,1,1,2,1,4,1,7,5,4,1,3,1,1,3,1,3,1,1,1,2,3
2011,3870.21468,1,1,2,1,4,1,7,5,4,1,3,1,1,3,1,3,1,1,1,2,3
2011,3870.21468,1,1,2,1,4,1,7,5,4,1,3,1,1,3,1,3,1,1,1,2,3
2011,2486.42032,2,1,2,1,6,2,1,0,3,2,2,1,1,3,1,3,1,1,2,,1
2011,3590.29366,1,1,2,1,2,1,7,0,4,2,4,2,2,0,1,4,2,0,0,1,4
2011,3574.44759,1,1,2,1,5,2,2,3,4,1,2,1,2,0,1,4,2,1,2,2,3
2011,3825.29254,1,1,2,1,4,1,5,5,4,1,4,1,2,0,1,4,2,0,0,2,3
2011,2672.41414,1,1,2,1,7,2,88,0,3,2,2,1,2,0,1,4,2,0,0,2,1
2011,3150.90586,1,1,2,1,8,4,88,0,4,2,4,1,1,1,1,2,1,1,1,2,3
2011,2812.89829,1,1,2,1,7,4,2,3,4,1,3,1,1,1,1,3,1,0,0,2,3
2011,2549.04134,1,1,2,1,6,1,5,1,4,1,3,2,2,0,1,4,2,0,0,2,5
2011,3565.23379,1,3,2,3,5,2,7,1,4,3,1,1,2,0,1,4,2,0,0,2,1
2011,3565.23379,1,3,2,3,5,2,7,1,4,3,1,2,2,0,1,4,2,0,0,2,1
2011,3565.23379,1,3,2,3,5,2,7,1,4,3,1,2,2,0,1,4,2,0,0,2,1
2011,2910.65756,2,1,2,1,6,5,7,1,4,3,6,1,2,0,1,4,2,0,0,1,1
2011,2910.65756,2,1,2,1,6,5,7,1,4,3,1,1,2,0,1,1,1,1,1,2,1
2011,2910.65756,2,1,2,1,6,5,7,1,4,3,6,2,2,0,1,1,1,1,1,1,1
2011,3824.12246,2,1,2,1,5,1,2,0,3,3,2,1,1,2,1,3,1,1,1,2,1
2011,1926.78728,1,1,2,1,2,1,6,0,3,3,3,2,2,0,1,4,2,0,0,2,4
2011,4186.78344,2,2,2,2,3,1,88,4,2,1,3,1,2,0,1,3,1,1,2,2,1
2011,3837.83365,1,1,2,1,5,1,7,1,3,1,4,2,2,0,1,4,2,0,0,2,3
2011,4099.66969,1,1,2,1,1,1,4,0,2,3,5,2,2,0,1,4,2,0,0,2,4
2011,3608.27491,2,1,2,1,1,1,6,1,2,1,4,2,2,0,1,4,2,0,0,2,4
2011,3005.49876,1,2,2,2,6,2,6,1,2,1,4,2,2,0,1,4,2,0,0,2,2
2011,3005.49876,1,2,2,2,6,2,6,1,2,1,5,2,2,0,1,4,2,0,0,2,2
2011,2956.67641,2,3,1,4,4,2,1,2,4,1,1,1,2,0,1,4,2,1,1,1,1
2011,3624.26968,2,2,2,2,4,1,2,1,4,1,1,1,2,0,1,4,2,1,1,1,1
2011,3664.20853,2,1,2,1,3,1,3,1,2,3,3,2,2,0,1,4,2,0,0,2,4
2011,2603.52606,1,3,2,3,7,1,2,1,3,3,3,2,2,0,1,4,2,0,0,2,3
2011,4165.74084,1,1,2,1,3,1,7,2,4,1,3,2,2,0,1,4,2,0,0,2,2
2011,2949.70264,2,2,2,2,5,1,4,0,3,2,4,2,3,5,1,4,2,0,0,2,1
2011,4984.07709,2,2,2,2,2,1,1,4,2,1,6,2,3,5,2,5,3,0,0,2,4
2011,2712.99433,1,1,2,1,8,2,88,0,2,2,3,1,1,1,1,2,1,0,0,2,1
2011,2937.18789,2,1,2,1,5,4,1,1,3,2,1,1,1,2,1,3,1,1,1,2,1
2011,3263.22912,2,2,2,2,5,1,2,2,2,1,5,1,2,0,1,1,1,1,2,2,5
2011,2803.95264,2,3,1,4,7,4,88,2,3,1,3,1,1,3,1,3,1,0,0,2,1
2011,2803.95264,2,3,1,4,7,4,88,2,3,1,3,1,3,5,1,4,2,0,0,2,1
2011,2803.95264,2,3,1,4,7,4,88,2,3,1,1,2,3,5,1,1,1,0,0,2,1
2011,2803.95264,2,3,1,4,7,4,88,2,3,1,1,2,3,5,1,1,1,0,0,2,1
2011,2803.95264,2,3,1,4,7,4,88,2,3,1,1,2,3,5,1,1,1,0,0,2,1
2011,35985.7283,1,1,2,1,2,1,88,0,2,3,4,1,2,0,1,4,2,0,0,2,4
2011,3584.41904,2,1,2,1,3,1,88,1,2,2,3,2,2,0,1,4,2,0,0,2,4
2011,2642.39174,2,1,2,1,6,4,4,1,1,2,3,2,2,0,1,4,2,1,1,1,5
2011,2642.39174,2,1,2,1,6,4,4,1,1,2,3,2,2,0,1,4,2,0,0,2,5
2011,1584.448,2,2,2,2,4,1,3,0,2,3,1,1,1,3,1,3,1,1,2,2,1
2011,1584.448,2,2,2,2,4,1,3,0,2,3,1,2,2,0,1,4,2,1,2,2,3
2011,3170.61273,2,3,1,4,2,1,7,1,3,2,4,1,2,0,1,1,1,1,2,2,5
2011,2758.03835,2,1,2,1,5,2,7,1,2,2,5,1,2,0,1,4,2,0,0,1,5
2011,2223.0309,2,1,2,1,7,4,2,1,3,1,4,1,2,0,1,4,2,0,0,2,3
2011,4261.37196,1,1,1,4,3,1,4,1,2,1,4,2,1,2,1,3,1,0,0,2,3
2011,4261.37196,1,1,1,4,3,1,4,1,2,1,4,2,1,3,1,3,1,0,0,2,3
2011,1432.64442,1,1,2,1,6,2,88,0,3,3,3,2,1,1,1,3,1,0,0,2,1
2011,2969.45816,2,1,2,1,2,1,88,0,2,3,3,2,2,0,1,4,2,0,0,2,4
2011,2969.45816,2,1,2,1,2,1,88,0,2,3,3,2,2,0,1,4,2,0,0,2,4
2011,2012.93555,1,1,2,1,8,1,4,1,1,2,3,2,1,2,1,3,1,0,0,2,5
2011,3647.05446,2,1,2,1,3,1,6,1,2,3,3,1,2,0,1,4,2,0,0,1,4
2011,3155.43884,2,1,2,1,5,4,88,0,2,2,3,2,2,0,1,4,2,0,0,2,3
2011,29118.0723,1,1,2,1,6,2,6,1,2,2,3,3,2,0,1,4,2,1,2,2,4
2011,26206.26507,1,1,2,1,6,2,6,1,2,2,6,3,1,2,1,3,1,1,2,2,4
2011,2637.54819,2,1,2,1,8,2,5,1,3,2,6,1,2,0,2,5,3,0,0,2,3
2011,3579.68759,1,1,2,1,3,1,5,0,3,2,4,1,1,3,1,3,1,1,2,2,1
2011,2407.0085,2,1,2,1,8,4,4,1,2,1,2,1,2,0,1,4,2,0,0,2,3
2011,3110.05662,1,2,2,2,6,1,88,4,2,1,5,2,1,1,1,2,1,0,0,2,3
2011,26755.2429,2,1,2,1,6,4,88,1,2,1,1,1,2,0,1,4,2,0,0,1,1
2011,2583.12609,2,1,2,1,8,3,1,1,1,2,4,1,2,0,2,5,3,0,0,2,1
2011,2583.65365,1,1,2,1,5,2,4,1,2,3,4,1,3,5,1,4,2,0,0,2,1
2011,2511.61718,2,1,1,4,5,2,1,3,2,1,5,1,3,5,1,2,1,0,0,1,1
2011,3353.39544,2,1,2,1,1,1,5,0,2,3,3,2,2,0,1,4,2,1,1,1,4
2011,2555.62529,1,1,2,1,6,1,2,1,2,3,4,2,2,0,1,4,2,0,0,2,3
2011,3826.65496,2,1,2,1,6,2,88,1,1,1,4,2,2,0,1,4,2,0,0,2,1
2011,5906.47894,2,2,2,2,3,1,7,4,1,1,4,3,2,0,2,5,3,0,0,2,2
2011,2208.08696,2,3,2,3,8,4,2,1,2,2,3,1,2,0,1,4,2,0,0,2,1
2011,2826.1208,2,1,2,1,6,5,88,1,2,3,1,2,2,0,1,2,1,0,0,2,1
2011,4812.49944,1,2,2,2,1,1,5,2,3,1,4,2,2,0,1,4,2,0,0,1,4
2011,4812.49944,1,2,2,2,1,1,5,2,3,1,4,2,2,0,1,4,2,0,0,1,4
2011,3248.11123,2,3,2,3,5,1,6,1,2,1,3,1,2,0,1,4,2,0,0,2,1
2011,3323.78995,1,1,1,4,5,2,4,1,3,2,4,2,1,2,1,3,1,0,0,2,3
2011,3504.66415,2,2,2,2,4,1,6,1,2,2,2,2,2,0,1,4,2,0,0,2,2
2011,3504.66415,2,2,2,2,4,1,6,1,2,2,2,2,2,0,1,4,2,0,0,2,1
2011,1991.56037,2,1,2,1,7,2,6,0,2,3,4,1,1,2,1,3,1,0,0,1,3
2011,3944.79398,1,1,2,1,3,1,88,0,2,3,4,1,1,1,1,3,1,0,0,1,3
2011,2614.58828,1,1,1,4,7,3,88,1,1,2,2,2,3,5,1,2,1,0,0,2,3
2011,3164.57498,2,1,2,1,4,1,7,1,1,2,4,2,2,0,1,4,2,0,0,2,3
2011,3454.72743,2,2,2,2,6,4,5,1,3,2,1,1,2,0,1,4,2,1,2,2,1
2011,4408.63745,1,1,2,1,4,1,88,1,2,2,4,1,2,0,1,4,2,0,0,2,1
2011,3864.77749,2,3,2,3,3,1,5,1,3,2,5,1,1,1,1,2,1,0,0,1,2
2011,2675.20896,1,1,2,1,7,4,88,0,2,2,4,1,1,3,1,3,1,0,0,2,3
2011,5825.15178,2,2,2,2,3,1,88,4,2,1,3,8,2,0,1,4,2,0,0,,1
2011,3583.65439,1,1,2,1,3,1,1,1,2,1,4,3,2,0,1,4,2,0,0,1,1
2011,3439.87488,1,3,2,3,2,1,7,2,4,2,4,2,2,0,1,4,2,0,0,2,4
2011,2989.99851,1,1,2,1,6,5,6,1,1,1,4,2,2,0,1,4,2,1,1,2,5
2011,3170.99499,2,1,2,1,3,4,3,1,3,2,4,1,3,5,1,4,2,0,0,2,1
2011,2921.33483,2,1,2,1,6,2,6,1,4,3,4,1,3,5,1,2,1,0,0,2,1
2011,3372.82372,1,2,2,2,6,4,2,3,4,1,1,1,1,2,1,3,1,0,0,2,1
2011,5090.24783,1,2,2,2,1,1,88,5,1,1,4,2,3,5,1,2,1,0,0,2,3
2011,3077.48077,2,1,2,1,7,2,88,1,4,2,1,1,2,0,1,4,2,0,0,2,1
2011,2605.89354,1,1,2,1,6,2,5,2,4,1,5,2,2,0,1,4,2,0,0,2,5
2011,3578.39807,1,1,2,1,4,1,88,1,1,3,4,2,2,0,1,4,2,0,0,2,3
2011,2663.81175,2,1,2,1,7,4,2,3,4,1,1,1,3,5,1,4,2,0,0,2,1
2011,2710.86272,2,1,2,1,5,2,88,1,1,2,1,1,2,0,1,4,2,1,2,2,1
2011,3335.80264,1,1,2,1,5,4,88,1,1,2,2,1,2,0,1,4,2,1,1,2,2
2011,3605.95992,1,1,2,1,6,4,6,2,4,1,3,1,2,0,1,4,2,0,0,2,3
2011,3791.02046,2,2,2,2,3,1,1,4,2,1,3,1,1,2,1,3,1,1,2,2,1
2011,27152.2397,2,1,2,1,7,2,4,0,1,3,4,1,1,1,1,3,1,0,0,2,1
2011,3164.81041,1,1,2,1,5,1,7,3,4,1,1,2,2,0,1,4,2,0,0,,1
2011,2329.57354,2,3,2,3,6,2,2,1,2,2,3,2,2,0,1,4,2,0,0,2,1
2011,2343.20813,2,3,2,3,8,3,88,5,1,1,4,1,3,5,2,5,3,0,0,2,3
2011,4774.54628,1,1,2,1,5,1,7,5,1,1,4,2,2,0,1,4,2,1,1,2,3
2011,2528.27901,1,1,2,1,6,4,5,0,2,3,4,1,2,0,1,4,2,0,0,2,1
2011,2816.1344,2,3,2,3,5,1,1,3,2,1,1,2,2,0,1,4,2,1,1,2,1
2011,2796.34418,2,1,2,1,6,2,5,0,1,2,6,1,1,3,1,3,1,0,0,1,3
2011,2789.27009,2,1,2,1,6,2,7,0,1,3,3,2,2,0,1,4,2,0,0,2,4
2011,2780.22861,2,1,2,1,2,1,7,2,4,1,3,2,2,0,1,4,2,0,0,2,4
2011,4356.51141,1,1,2,1,4,1,4,3,2,1,5,1,2,0,1,4,2,0,0,2,3
2011,4834.50794,2,1,2,1,2,1,6,1,1,1,4,2,2,0,1,4,2,0,0,2,4
2011,3862.71759,2,1,2,1,1,1,1,1,2,3,3,2,2,0,1,4,2,0,0,2,4
2011,5412.16171,1,2,2,2,1,1,88,5,1,1,4,1,2,0,1,4,2,1,1,2,3
2011,2668.68493,2,3,2,3,6,1,88,5,1,1,4,1,2,0,1,4,2,1,2,2,1
2011,2847.23374,2,1,2,1,1,1,88,1,2,2,4,2,1,2,1,3,1,0,0,2,3
2011,2521.27935,2,1,2,1,6,1,3,2,4,1,2,1,2,0,1,4,2,1,1,1,1
2011,4270.11679,2,2,2,2,2,1,88,2,3,1,3,1,1,2,1,3,1,0,0,1,4
2011,2546.3029,1,1,2,1,6,2,88,0,2,3,3,1,1,3,1,3,1,1,2,2,2
2011,4604.60704,1,1,2,1,2,1,7,1,1,2,2,2,2,0,1,4,2,1,2,2,2
2011,3199.49688,1,1,2,1,1,1,88,2,4,1,3,1,2,0,1,4,2,0,0,2,3
2011,3414.41519,2,2,2,2,6,1,4,5,1,1,5,1,1,4,1,3,1,0,0,2,1
2011,2998.89626,1,1,2,1,6,2,88,1,2,1,3,2,2,0,1,4,2,0,0,2,3
2011,2998.89626,1,1,2,1,6,2,88,1,2,1,3,2,2,0,1,4,2,0,0,2,3
2011,3424.56021,1,1,1,4,5,2,4,4,3,1,4,1,1,1,1,2,1,0,0,2,3
2011,1198.94135,2,3,2,3,6,2,5,0,3,3,2,2,2,0,1,4,2,1,1,2,1
2011,1913.75589,2,2,2,2,6,4,5,5,2,1,6,1,2,0,2,5,3,0,0,2,1
2011,15470.0393,1,1,2,1,6,2,6,1,2,2,1,1,2,0,1,4,2,0,0,2,1
2011,15470.0393,1,1,2,1,6,2,6,1,2,2,1,1,2,0,1,4,2,0,0,2,1
2011,1628.74172,1,3,2,3,6,4,4,2,2,1,4,2,2,0,1,4,2,0,0,2,3
2011,1409.4081,1,1,2,1,6,2,7,1,2,2,4,1,1,3,1,3,1,1,2,2,3
2011,1851.67456,2,1,1,4,4,1,7,5,2,1,1,1,2,0,1,4,2,1,1,2,3
2011,1851.67456,2,1,1,4,4,1,7,5,2,1,1,2,2,0,1,4,2,1,1,2,3
2011,1226.52366,2,1,2,1,6,4,3,0,3,2,2,1,2,0,1,3,1,1,2,1,1
2011,1361.72506,1,1,2,1,6,4,88,1,2,2,3,1,2,0,1,4,2,0,0,2,3
2011,1633.34663,1,1,2,1,5,2,2,3,3,1,5,2,2,0,1,4,2,0,0,2,3
2011,1327.75316,2,1,2,1,7,2,7,0,3,2,6,1,2,0,1,4,2,0,0,2,3
